Timestamp,TransactionID,Currency,Amount,Method,Reference,AccountID,Type,CounterpartyID,LocalID
16/2/24 21:17,T1805,SGD,87.51,CreditCard,ProductA,SimAccount01,Sales,CPT805,ACCOUNTSECRETKEY01
16/2/24 22:51,T1806,SGD,50.36,CreditCard,ProductC,SimAccount01,Sales,CPT806,ACCOUNTSECRETKEY01
16/2/24 23:56,T1807,SGD,85.64,CreditCard,ProductA,SimAccount03,Sales,CPT807,ACCOUNTSECRETKEY01
17/2/24 0:04,T1808,SGD,84.38,CreditCard,ProductA,SimAccount01,Sales,CPT808,ACCOUNTSECRETKEY01
17/2/24 1:09,T1809,SGD,56.28,CreditCard,ProductB,SimAccount01,Sales,CPT809,ACCOUNTSECRETKEY01
17/2/24 2:50,T1810,SGD,54.27,CreditCard,ProductA,SimAccount01,Sales,CPT810,ACCOUNTSECRETKEY01
17/2/24 3:07,T1811,SGD,79.62,CreditCard,ProductA,SimAccount01,Sales,CPT811,ACCOUNTSECRETKEY01
17/2/24 4:33,T1812,SGD,69.69,CreditCard,ProductA,SimAccount03,Sales,CPT812,ACCOUNTSECRETKEY01
17/2/24 5:41,T1813,SGD,91.79,CreditCard,ProductC,SimAccount03,Sales,CPT813,ACCOUNTSECRETKEY01
17/2/24 7:30,T1814,SGD,80.25,CreditCard,ProductA,SimAccount03,Sales,CPT814,ACCOUNTSECRETKEY01
17/2/24 8:15,T1815,SGD,67.89,CreditCard,ProductA,SimAccount03,Sales,CPT815,ACCOUNTSECRETKEY01
17/2/24 8:27,T1816,SGD,92.64,CreditCard,ProductA,SimAccount03,Sales,CPT816,ACCOUNTSECRETKEY01
17/2/24 9:20,T1817,SGD,78.1,CreditCard,ProductB,SimAccount01,Sales,CPT817,ACCOUNTSECRETKEY01
17/2/24 9:29,T1818,SGD,60.87,CreditCard,ProductA,SimAccount01,Sales,CPT818,ACCOUNTSECRETKEY01
17/2/24 11:28,T1819,SGD,56.51,CreditCard,ProductA,SimAccount03,Sales,CPT819,ACCOUNTSECRETKEY01
17/2/24 11:36,T1820,SGD,78.25,CreditCard,ProductC,SimAccount03,Sales,CPT820,ACCOUNTSECRETKEY01
17/2/24 13:36,T1821,SGD,56.34,CreditCard,ProductA,SimAccount01,Cost,CPT821,ACCOUNTSECRETKEY01
17/2/24 15:56,T1822,SGD,86.13,CreditCard,ProductA,SimAccount03,Sales,CPT822,ACCOUNTSECRETKEY01
17/2/24 17:37,T1823,SGD,66.35,CreditCard,ProductB,SimAccount03,Sales,CPT823,ACCOUNTSECRETKEY01
17/2/24 19:39,T1824,SGD,92.52,CreditCard,ProductB,SimAccount01,Sales,CPT824,ACCOUNTSECRETKEY01
17/2/24 19:42,T1825,SGD,98.18,CreditCard,ProductC,SimAccount01,Cost,CPT825,ACCOUNTSECRETKEY01
17/2/24 20:49,T1826,SGD,90.4,CreditCard,ProductC,SimAccount03,Sales,CPT826,ACCOUNTSECRETKEY01
17/2/24 22:53,T1827,SGD,70.98,CreditCard,ProductA,SimAccount01,Sales,CPT827,ACCOUNTSECRETKEY01
18/2/24 0:29,T1828,SGD,78.79,CreditCard,ProductA,SimAccount03,Sales,CPT828,ACCOUNTSECRETKEY01
18/2/24 2:47,T1829,SGD,84.09,CreditCard,ProductC,SimAccount03,Sales,CPT829,ACCOUNTSECRETKEY01
18/2/24 3:19,T1830,SGD,57.47,CreditCard,ProductA,SimAccount01,Sales,CPT830,ACCOUNTSECRETKEY01
18/2/24 4:09,T1831,SGD,64.48,CreditCard,ProductB,SimAccount01,Sales,CPT831,ACCOUNTSECRETKEY01
18/2/24 5:05,T1832,SGD,81.65,CreditCard,ProductA,SimAccount03,Sales,CPT832,ACCOUNTSECRETKEY01
18/2/24 6:27,T1833,SGD,70.72,CreditCard,ProductB,SimAccount01,Sales,CPT833,ACCOUNTSECRETKEY01
18/2/24 7:44,T1834,SGD,80.22,CreditCard,ProductA,SimAccount03,Sales,CPT834,ACCOUNTSECRETKEY01
18/2/24 8:14,T1835,SGD,89.29,CreditCard,ProductA,SimAccount01,Sales,CPT835,ACCOUNTSECRETKEY01
18/2/24 8:37,T1836,SGD,50.05,CreditCard,ProductA,SimAccount03,Sales,CPT836,ACCOUNTSECRETKEY01
18/2/24 9:27,T1837,SGD,66.18,CreditCard,ProductA,SimAccount03,Sales,CPT837,ACCOUNTSECRETKEY01
18/2/24 10:55,T1838,SGD,93.73,CreditCard,ProductA,SimAccount03,Sales,CPT838,ACCOUNTSECRETKEY01
18/2/24 12:34,T1839,SGD,97.5,CreditCard,ProductA,SimAccount03,Sales,CPT839,ACCOUNTSECRETKEY01
18/2/24 13:39,T1840,SGD,68.56,CreditCard,ProductB,SimAccount03,Sales,CPT840,ACCOUNTSECRETKEY01
18/2/24 14:56,T1841,SGD,99.6,CreditCard,ProductC,SimAccount03,Sales,CPT841,ACCOUNTSECRETKEY01
18/2/24 17:06,T1842,SGD,84.56,CreditCard,ProductA,SimAccount01,Sales,CPT842,ACCOUNTSECRETKEY01
18/2/24 18:45,T1843,SGD,93.08,CreditCard,ProductA,SimAccount01,Sales,CPT843,ACCOUNTSECRETKEY01
18/2/24 19:29,T1844,SGD,99.34,CreditCard,ProductA,SimAccount03,Sales,CPT844,ACCOUNTSECRETKEY01
18/2/24 21:27,T1845,SGD,76.86,CreditCard,ProductB,SimAccount03,Sales,CPT845,ACCOUNTSECRETKEY01
18/2/24 22:24,T1846,SGD,79.24,CreditCard,ProductB,SimAccount03,Sales,CPT846,ACCOUNTSECRETKEY01
18/2/24 23:35,T1847,SGD,56.69,CreditCard,ProductC,SimAccount03,Sales,CPT847,ACCOUNTSECRETKEY01
19/2/24 0:00,T1848,SGD,71.94,CreditCard,ProductA,SimAccount01,Sales,CPT848,ACCOUNTSECRETKEY01
19/2/24 1:06,T1849,SGD,98.58,CreditCard,ProductC,SimAccount03,Sales,CPT849,ACCOUNTSECRETKEY01
19/2/24 3:06,T1850,SGD,51.58,CreditCard,ProductB,SimAccount01,Sales,CPT850,ACCOUNTSECRETKEY01
19/2/24 5:12,T1851,SGD,82.59,CreditCard,ProductA,SimAccount03,Sales,CPT851,ACCOUNTSECRETKEY01
19/2/24 6:32,T1852,SGD,80.92,CreditCard,ProductB,SimAccount03,Sales,CPT852,ACCOUNTSECRETKEY01
19/2/24 8:18,T1853,SGD,67.26,CreditCard,ProductB,SimAccount01,Sales,CPT853,ACCOUNTSECRETKEY01
19/2/24 9:12,T1854,SGD,54.78,CreditCard,ProductC,SimAccount01,Sales,CPT854,ACCOUNTSECRETKEY01
19/2/24 11:21,T1855,SGD,79.35,CreditCard,ProductC,SimAccount01,Sales,CPT855,ACCOUNTSECRETKEY01
19/2/24 12:39,T1856,SGD,57.49,CreditCard,ProductA,SimAccount03,Sales,CPT856,ACCOUNTSECRETKEY01
19/2/24 13:27,T1857,SGD,71.86,CreditCard,ProductB,SimAccount03,Sales,CPT857,ACCOUNTSECRETKEY01
19/2/24 14:22,T1858,SGD,53.55,CreditCard,ProductA,SimAccount01,Sales,CPT858,ACCOUNTSECRETKEY01
19/2/24 16:04,T1859,SGD,96.88,CreditCard,ProductB,SimAccount01,Sales,CPT859,ACCOUNTSECRETKEY01
19/2/24 17:41,T1860,SGD,60.04,CreditCard,ProductA,SimAccount01,Sales,CPT860,ACCOUNTSECRETKEY01
19/2/24 17:49,T1861,SGD,97.17,CreditCard,ProductA,SimAccount01,Sales,CPT861,ACCOUNTSECRETKEY01
19/2/24 19:16,T1862,SGD,85.27,CreditCard,ProductA,SimAccount03,Sales,CPT862,ACCOUNTSECRETKEY01
19/2/24 20:14,T1863,SGD,82.8,CreditCard,ProductC,SimAccount01,Sales,CPT863,ACCOUNTSECRETKEY01
19/2/24 21:26,T1864,SGD,79.26,CreditCard,ProductB,SimAccount01,Sales,CPT864,ACCOUNTSECRETKEY01
19/2/24 21:47,T1865,SGD,74.84,CreditCard,ProductA,SimAccount01,Sales,CPT865,ACCOUNTSECRETKEY01
19/2/24 23:27,T1866,SGD,97.47,CreditCard,ProductA,SimAccount01,Sales,CPT866,ACCOUNTSECRETKEY01
20/2/24 0:10,T1867,SGD,57.22,CreditCard,ProductA,SimAccount03,Sales,CPT867,ACCOUNTSECRETKEY01
20/2/24 2:29,T1868,SGD,55.4,CreditCard,ProductA,SimAccount01,Sales,CPT868,ACCOUNTSECRETKEY01
20/2/24 4:53,T1869,SGD,81.84,CreditCard,ProductA,SimAccount03,Sales,CPT869,ACCOUNTSECRETKEY01
20/2/24 6:33,T1870,SGD,91.67,CreditCard,ProductC,SimAccount03,Sales,CPT870,ACCOUNTSECRETKEY01
20/2/24 7:53,T1871,SGD,56.89,CreditCard,ProductA,SimAccount03,Sales,CPT871,ACCOUNTSECRETKEY01
20/2/24 9:45,T1872,SGD,60.47,CreditCard,ProductC,SimAccount03,Cost,CPT872,ACCOUNTSECRETKEY01
20/2/24 11:16,T1873,SGD,66.46,CreditCard,ProductA,SimAccount03,Sales,CPT873,ACCOUNTSECRETKEY01
20/2/24 11:44,T1874,SGD,86.4,CreditCard,ProductA,SimAccount01,Cost,CPT874,ACCOUNTSECRETKEY01
20/2/24 12:35,T1875,SGD,76.72,CreditCard,ProductA,SimAccount03,Sales,CPT875,ACCOUNTSECRETKEY01
20/2/24 14:13,T1876,SGD,67.76,CreditCard,ProductC,SimAccount01,Sales,CPT876,ACCOUNTSECRETKEY01
20/2/24 15:27,T1877,SGD,57.62,CreditCard,ProductA,SimAccount03,Sales,CPT877,ACCOUNTSECRETKEY01
20/2/24 15:39,T1878,SGD,93.31,CreditCard,ProductA,SimAccount01,Sales,CPT878,ACCOUNTSECRETKEY01
20/2/24 17:27,T1879,SGD,89.72,CreditCard,ProductA,SimAccount03,Sales,CPT879,ACCOUNTSECRETKEY01
20/2/24 18:28,T1880,SGD,93.5,CreditCard,ProductA,SimAccount03,Sales,CPT880,ACCOUNTSECRETKEY01
20/2/24 19:42,T1881,SGD,54.02,CreditCard,ProductC,SimAccount01,Sales,CPT881,ACCOUNTSECRETKEY01
20/2/24 20:50,T1882,SGD,89.2,CreditCard,ProductA,SimAccount01,Sales,CPT882,ACCOUNTSECRETKEY01
20/2/24 21:06,T1883,SGD,72.8,CreditCard,ProductC,SimAccount03,Cost,CPT883,ACCOUNTSECRETKEY01
20/2/24 22:30,T1884,SGD,88.51,CreditCard,ProductC,SimAccount03,Sales,CPT884,ACCOUNTSECRETKEY01
21/2/24 0:12,T1885,SGD,78.11,CreditCard,ProductC,SimAccount01,Sales,CPT885,ACCOUNTSECRETKEY01
21/2/24 0:13,T1886,SGD,87.6,CreditCard,ProductC,SimAccount01,Cost,CPT886,ACCOUNTSECRETKEY01
21/2/24 2:08,T1887,SGD,63.15,CreditCard,ProductC,SimAccount01,Sales,CPT887,ACCOUNTSECRETKEY01
21/2/24 2:54,T1888,SGD,67.39,CreditCard,ProductB,SimAccount03,Sales,CPT888,ACCOUNTSECRETKEY01
21/2/24 4:12,T1889,SGD,76.1,CreditCard,ProductA,SimAccount03,Sales,CPT889,ACCOUNTSECRETKEY01
21/2/24 5:26,T1890,SGD,56,CreditCard,ProductA,SimAccount03,Sales,CPT890,ACCOUNTSECRETKEY01
21/2/24 7:40,T1891,SGD,80.12,CreditCard,ProductC,SimAccount03,Sales,CPT891,ACCOUNTSECRETKEY01
21/2/24 9:56,T1892,SGD,77.42,CreditCard,ProductA,SimAccount03,Sales,CPT892,ACCOUNTSECRETKEY01
21/2/24 12:19,T1893,SGD,83.31,CreditCard,ProductB,SimAccount01,Cost,CPT893,ACCOUNTSECRETKEY01
21/2/24 12:23,T1894,SGD,87.02,CreditCard,ProductA,SimAccount01,Sales,CPT894,ACCOUNTSECRETKEY01
21/2/24 14:19,T1895,SGD,69.06,CreditCard,ProductC,SimAccount03,Sales,CPT895,ACCOUNTSECRETKEY01
21/2/24 16:25,T1896,SGD,84.7,CreditCard,ProductA,SimAccount01,Sales,CPT896,ACCOUNTSECRETKEY01
21/2/24 16:35,T1897,SGD,67.5,CreditCard,ProductB,SimAccount03,Sales,CPT897,ACCOUNTSECRETKEY01
21/2/24 17:09,T1898,SGD,98.74,CreditCard,ProductA,SimAccount01,Sales,CPT898,ACCOUNTSECRETKEY01
21/2/24 18:22,T1899,SGD,85.07,CreditCard,ProductA,SimAccount03,Sales,CPT899,ACCOUNTSECRETKEY01
21/2/24 20:23,T1900,SGD,69.11,CreditCard,ProductA,SimAccount03,Sales,CPT900,ACCOUNTSECRETKEY01
21/2/24 22:19,T1901,SGD,85.01,CreditCard,ProductA,SimAccount03,Sales,CPT901,ACCOUNTSECRETKEY01
21/2/24 23:41,T1902,SGD,95.46,CreditCard,ProductA,SimAccount03,Sales,CPT902,ACCOUNTSECRETKEY01
22/2/24 1:01,T1903,SGD,50.39,CreditCard,ProductC,SimAccount01,Sales,CPT903,ACCOUNTSECRETKEY01
22/2/24 1:40,T1904,SGD,67.13,CreditCard,ProductB,SimAccount03,Sales,CPT904,ACCOUNTSECRETKEY01
22/2/24 2:16,T1905,SGD,53.9,CreditCard,ProductC,SimAccount03,Sales,CPT905,ACCOUNTSECRETKEY01
22/2/24 2:23,T1906,SGD,98.34,CreditCard,ProductA,SimAccount01,Sales,CPT906,ACCOUNTSECRETKEY01
22/2/24 3:28,T1907,SGD,84.76,CreditCard,ProductA,SimAccount03,Sales,CPT907,ACCOUNTSECRETKEY01
22/2/24 4:08,T1908,SGD,72.76,CreditCard,ProductA,SimAccount01,Sales,CPT908,ACCOUNTSECRETKEY01
22/2/24 5:14,T1909,SGD,99.31,CreditCard,ProductA,SimAccount01,Sales,CPT909,ACCOUNTSECRETKEY01
22/2/24 6:22,T1910,SGD,78.75,CreditCard,ProductA,SimAccount01,Sales,CPT910,ACCOUNTSECRETKEY01
22/2/24 8:13,T1911,SGD,85.18,CreditCard,ProductA,SimAccount03,Sales,CPT911,ACCOUNTSECRETKEY01
22/2/24 10:32,T1912,SGD,59.26,CreditCard,ProductC,SimAccount03,Sales,CPT912,ACCOUNTSECRETKEY01
22/2/24 11:49,T1913,SGD,80.74,CreditCard,ProductB,SimAccount01,Sales,CPT913,ACCOUNTSECRETKEY01
22/2/24 12:16,T1914,SGD,88.51,CreditCard,ProductB,SimAccount01,Sales,CPT914,ACCOUNTSECRETKEY01
22/2/24 12:58,T1915,SGD,52.4,CreditCard,ProductA,SimAccount03,Sales,CPT915,ACCOUNTSECRETKEY01
22/2/24 14:56,T1916,SGD,69.03,CreditCard,ProductB,SimAccount03,Sales,CPT916,ACCOUNTSECRETKEY01
22/2/24 16:23,T1917,SGD,71.73,CreditCard,ProductB,SimAccount03,Sales,CPT917,ACCOUNTSECRETKEY01
22/2/24 16:42,T1918,SGD,89.29,CreditCard,ProductB,SimAccount01,Sales,CPT918,ACCOUNTSECRETKEY01
22/2/24 17:44,T1919,SGD,60.31,CreditCard,ProductC,SimAccount01,Sales,CPT919,ACCOUNTSECRETKEY01
22/2/24 18:46,T1920,SGD,76.59,CreditCard,ProductB,SimAccount01,Cost,CPT920,ACCOUNTSECRETKEY01
22/2/24 18:59,T1921,SGD,95.03,CreditCard,ProductB,SimAccount01,Sales,CPT921,ACCOUNTSECRETKEY01
22/2/24 19:40,T1922,SGD,79.45,CreditCard,ProductA,SimAccount03,Sales,CPT922,ACCOUNTSECRETKEY01
22/2/24 20:40,T1923,SGD,69.17,CreditCard,ProductA,SimAccount03,Sales,CPT923,ACCOUNTSECRETKEY01
22/2/24 21:03,T1924,SGD,85.88,CreditCard,ProductB,SimAccount03,Sales,CPT924,ACCOUNTSECRETKEY01
22/2/24 22:43,T1925,SGD,55.62,CreditCard,ProductA,SimAccount03,Sales,CPT925,ACCOUNTSECRETKEY01
22/2/24 22:58,T1926,SGD,66.89,CreditCard,ProductA,SimAccount01,Sales,CPT926,ACCOUNTSECRETKEY01
22/2/24 23:41,T1927,SGD,87.04,CreditCard,ProductA,SimAccount03,Sales,CPT927,ACCOUNTSECRETKEY01
23/2/24 1:29,T1928,SGD,51.58,CreditCard,ProductA,SimAccount03,Sales,CPT928,ACCOUNTSECRETKEY01
23/2/24 3:05,T1929,SGD,88.21,CreditCard,ProductB,SimAccount01,Sales,CPT929,ACCOUNTSECRETKEY01
23/2/24 5:03,T1930,SGD,54.17,CreditCard,ProductB,SimAccount01,Sales,CPT930,ACCOUNTSECRETKEY01
23/2/24 5:11,T1931,SGD,80.42,CreditCard,ProductC,SimAccount01,Sales,CPT931,ACCOUNTSECRETKEY01
23/2/24 7:26,T1932,SGD,65.42,CreditCard,ProductC,SimAccount03,Sales,CPT932,ACCOUNTSECRETKEY01
23/2/24 9:29,T1933,SGD,67.04,CreditCard,ProductC,SimAccount03,Sales,CPT933,ACCOUNTSECRETKEY01
23/2/24 11:32,T1934,SGD,65.22,CreditCard,ProductA,SimAccount01,Sales,CPT934,ACCOUNTSECRETKEY01
23/2/24 13:44,T1935,SGD,71.3,CreditCard,ProductA,SimAccount01,Sales,CPT935,ACCOUNTSECRETKEY01
23/2/24 13:49,T1936,SGD,66.86,CreditCard,ProductC,SimAccount03,Sales,CPT936,ACCOUNTSECRETKEY01
23/2/24 14:10,T1937,SGD,82.65,CreditCard,ProductA,SimAccount03,Sales,CPT937,ACCOUNTSECRETKEY01
23/2/24 14:47,T1938,SGD,96.27,CreditCard,ProductA,SimAccount03,Sales,CPT938,ACCOUNTSECRETKEY01
23/2/24 16:46,T1939,SGD,96.41,CreditCard,ProductA,SimAccount03,Sales,CPT939,ACCOUNTSECRETKEY01
23/2/24 16:58,T1940,SGD,58.21,CreditCard,ProductA,SimAccount03,Sales,CPT940,ACCOUNTSECRETKEY01
23/2/24 18:40,T1941,SGD,50.11,CreditCard,ProductA,SimAccount03,Sales,CPT941,ACCOUNTSECRETKEY01
23/2/24 20:04,T1942,SGD,82.5,CreditCard,ProductA,SimAccount03,Sales,CPT942,ACCOUNTSECRETKEY01
23/2/24 22:23,T1943,SGD,65.87,CreditCard,ProductC,SimAccount03,Sales,CPT943,ACCOUNTSECRETKEY01
23/2/24 23:49,T1944,SGD,79.86,CreditCard,ProductA,SimAccount01,Sales,CPT944,ACCOUNTSECRETKEY01
24/2/24 0:38,T1945,SGD,53.52,CreditCard,ProductA,SimAccount03,Sales,CPT945,ACCOUNTSECRETKEY01
24/2/24 2:43,T1946,SGD,79.47,CreditCard,ProductC,SimAccount03,Sales,CPT946,ACCOUNTSECRETKEY01
24/2/24 3:01,T1947,SGD,80.07,CreditCard,ProductB,SimAccount01,Sales,CPT947,ACCOUNTSECRETKEY01
24/2/24 3:54,T1948,SGD,86.98,CreditCard,ProductB,SimAccount03,Sales,CPT948,ACCOUNTSECRETKEY01
24/2/24 4:54,T1949,SGD,65.79,CreditCard,ProductA,SimAccount01,Cost,CPT949,ACCOUNTSECRETKEY01
24/2/24 5:03,T1950,SGD,96.15,CreditCard,ProductC,SimAccount03,Sales,CPT950,ACCOUNTSECRETKEY01
24/2/24 7:27,T1951,SGD,51.16,CreditCard,ProductB,SimAccount01,Sales,CPT951,ACCOUNTSECRETKEY01
24/2/24 7:51,T1952,SGD,70.99,CreditCard,ProductC,SimAccount03,Sales,CPT952,ACCOUNTSECRETKEY01
24/2/24 8:54,T1953,SGD,86.79,CreditCard,ProductA,SimAccount01,Sales,CPT953,ACCOUNTSECRETKEY01
24/2/24 9:06,T1954,SGD,72.82,CreditCard,ProductB,SimAccount03,Sales,CPT954,ACCOUNTSECRETKEY01
24/2/24 11:10,T1955,SGD,55.25,CreditCard,ProductA,SimAccount03,Sales,CPT955,ACCOUNTSECRETKEY01
24/2/24 12:27,T1956,SGD,81.13,CreditCard,ProductA,SimAccount01,Sales,CPT956,ACCOUNTSECRETKEY01
24/2/24 14:05,T1957,SGD,88.69,CreditCard,ProductA,SimAccount01,Sales,CPT957,ACCOUNTSECRETKEY01
24/2/24 14:29,T1958,SGD,89.48,CreditCard,ProductC,SimAccount01,Sales,CPT958,ACCOUNTSECRETKEY01
24/2/24 16:52,T1959,SGD,60.85,CreditCard,ProductC,SimAccount01,Sales,CPT959,ACCOUNTSECRETKEY01
24/2/24 19:11,T1960,SGD,64.92,CreditCard,ProductA,SimAccount03,Sales,CPT960,ACCOUNTSECRETKEY01
24/2/24 20:34,T1961,SGD,79.84,CreditCard,ProductB,SimAccount01,Sales,CPT961,ACCOUNTSECRETKEY01
24/2/24 21:40,T1962,SGD,85.65,CreditCard,ProductA,SimAccount01,Sales,CPT962,ACCOUNTSECRETKEY01
24/2/24 23:31,T1963,SGD,65.01,CreditCard,ProductA,SimAccount01,Sales,CPT963,ACCOUNTSECRETKEY01
25/2/24 0:25,T1964,SGD,58.26,CreditCard,ProductC,SimAccount03,Sales,CPT964,ACCOUNTSECRETKEY01
25/2/24 2:25,T1965,SGD,61.9,CreditCard,ProductA,SimAccount01,Sales,CPT965,ACCOUNTSECRETKEY01
25/2/24 3:47,T1966,SGD,96.36,CreditCard,ProductA,SimAccount03,Sales,CPT966,ACCOUNTSECRETKEY01
25/2/24 4:41,T1967,SGD,82,CreditCard,ProductA,SimAccount01,Sales,CPT967,ACCOUNTSECRETKEY01
25/2/24 6:11,T1968,SGD,88.98,CreditCard,ProductA,SimAccount03,Sales,CPT968,ACCOUNTSECRETKEY01
25/2/24 8:15,T1969,SGD,53.66,CreditCard,ProductA,SimAccount01,Sales,CPT969,ACCOUNTSECRETKEY01
25/2/24 8:22,T1970,SGD,73.36,CreditCard,ProductC,SimAccount01,Sales,CPT970,ACCOUNTSECRETKEY01
25/2/24 9:40,T1971,SGD,86.5,CreditCard,ProductA,SimAccount01,Sales,CPT971,ACCOUNTSECRETKEY01
25/2/24 9:50,T1972,SGD,68.84,CreditCard,ProductA,SimAccount03,Sales,CPT972,ACCOUNTSECRETKEY01
25/2/24 10:34,T1973,SGD,55.77,CreditCard,ProductC,SimAccount01,Sales,CPT973,ACCOUNTSECRETKEY01
25/2/24 11:14,T1974,SGD,75.69,CreditCard,ProductA,SimAccount01,Sales,CPT974,ACCOUNTSECRETKEY01
25/2/24 12:59,T1975,SGD,84.42,CreditCard,ProductC,SimAccount03,Sales,CPT975,ACCOUNTSECRETKEY01
25/2/24 13:55,T1976,SGD,97.44,CreditCard,ProductB,SimAccount03,Sales,CPT976,ACCOUNTSECRETKEY01
25/2/24 16:05,T1977,SGD,73.85,CreditCard,ProductA,SimAccount01,Sales,CPT977,ACCOUNTSECRETKEY01
25/2/24 16:21,T1978,SGD,57.72,CreditCard,ProductA,SimAccount03,Sales,CPT978,ACCOUNTSECRETKEY01
25/2/24 16:22,T1979,SGD,67.33,CreditCard,ProductC,SimAccount01,Sales,CPT979,ACCOUNTSECRETKEY01
25/2/24 16:26,T1980,SGD,54.9,CreditCard,ProductA,SimAccount03,Sales,CPT980,ACCOUNTSECRETKEY01
25/2/24 18:13,T1981,SGD,74.13,CreditCard,ProductB,SimAccount03,Sales,CPT981,ACCOUNTSECRETKEY01
25/2/24 18:43,T1982,SGD,67.04,CreditCard,ProductB,SimAccount03,Sales,CPT982,ACCOUNTSECRETKEY01
25/2/24 20:52,T1983,SGD,97.85,CreditCard,ProductC,SimAccount03,Sales,CPT983,ACCOUNTSECRETKEY01
25/2/24 21:03,T1984,SGD,66.86,CreditCard,ProductA,SimAccount03,Sales,CPT984,ACCOUNTSECRETKEY01
25/2/24 23:01,T1985,SGD,92.38,CreditCard,ProductA,SimAccount03,Cost,CPT985,ACCOUNTSECRETKEY01
26/2/24 1:18,T1986,SGD,96.05,CreditCard,ProductC,SimAccount03,Sales,CPT986,ACCOUNTSECRETKEY01
26/2/24 2:17,T1987,SGD,80.26,CreditCard,ProductA,SimAccount01,Sales,CPT987,ACCOUNTSECRETKEY01
26/2/24 4:04,T1988,SGD,97.44,CreditCard,ProductC,SimAccount01,Sales,CPT988,ACCOUNTSECRETKEY01
26/2/24 4:17,T1989,SGD,74.87,CreditCard,ProductB,SimAccount01,Sales,CPT989,ACCOUNTSECRETKEY01
26/2/24 6:10,T1990,SGD,60.94,CreditCard,ProductC,SimAccount03,Sales,CPT990,ACCOUNTSECRETKEY01
26/2/24 6:38,T1991,SGD,56.36,CreditCard,ProductC,SimAccount03,Sales,CPT991,ACCOUNTSECRETKEY01
26/2/24 8:58,T1992,SGD,68.67,CreditCard,ProductC,SimAccount01,Cost,CPT992,ACCOUNTSECRETKEY01
26/2/24 10:38,T1993,SGD,90.07,CreditCard,ProductA,SimAccount03,Sales,CPT993,ACCOUNTSECRETKEY01
26/2/24 11:34,T1994,SGD,67.3,CreditCard,ProductC,SimAccount01,Sales,CPT994,ACCOUNTSECRETKEY01
26/2/24 11:54,T1995,SGD,76.67,CreditCard,ProductA,SimAccount03,Sales,CPT995,ACCOUNTSECRETKEY01
26/2/24 14:11,T1996,SGD,68.79,CreditCard,ProductA,SimAccount03,Sales,CPT996,ACCOUNTSECRETKEY01
26/2/24 14:58,T1997,SGD,86.68,CreditCard,ProductB,SimAccount01,Sales,CPT997,ACCOUNTSECRETKEY01
26/2/24 17:04,T1998,SGD,99.02,CreditCard,ProductA,SimAccount03,Sales,CPT998,ACCOUNTSECRETKEY01
26/2/24 18:12,T1999,SGD,68.12,CreditCard,ProductA,SimAccount01,Sales,CPT999,ACCOUNTSECRETKEY01
26/2/24 19:48,T2000,SGD,90.35,CreditCard,ProductB,SimAccount03,Sales,CPT1000,ACCOUNTSECRETKEY01
26/2/24 19:59,T2001,SGD,91.71,CreditCard,ProductB,SimAccount01,Sales,CPT1001,ACCOUNTSECRETKEY01
26/2/24 20:10,T2002,SGD,83.89,CreditCard,ProductA,SimAccount03,Sales,CPT1002,ACCOUNTSECRETKEY01
26/2/24 22:04,T2003,SGD,87.7,CreditCard,ProductB,SimAccount01,Sales,CPT1003,ACCOUNTSECRETKEY01
27/2/24 0:17,T2004,SGD,70.73,CreditCard,ProductB,SimAccount01,Sales,CPT1004,ACCOUNTSECRETKEY01
27/2/24 1:25,T2005,SGD,58.22,CreditCard,ProductC,SimAccount03,Sales,CPT1005,ACCOUNTSECRETKEY01
27/2/24 3:11,T2006,SGD,80.59,CreditCard,ProductA,SimAccount01,Sales,CPT1006,ACCOUNTSECRETKEY01
27/2/24 4:33,T2007,SGD,61.05,CreditCard,ProductA,SimAccount01,Sales,CPT1007,ACCOUNTSECRETKEY01
27/2/24 6:25,T2008,SGD,56.6,CreditCard,ProductA,SimAccount03,Sales,CPT1008,ACCOUNTSECRETKEY01
27/2/24 8:17,T2009,SGD,66.61,CreditCard,ProductA,SimAccount03,Sales,CPT1009,ACCOUNTSECRETKEY01
27/2/24 10:31,T2010,SGD,95.14,CreditCard,ProductA,SimAccount01,Sales,CPT1010,ACCOUNTSECRETKEY01
27/2/24 11:49,T2011,SGD,65.09,CreditCard,ProductA,SimAccount03,Sales,CPT1011,ACCOUNTSECRETKEY01
27/2/24 13:22,T2012,SGD,53.25,CreditCard,ProductB,SimAccount01,Sales,CPT1012,ACCOUNTSECRETKEY01
27/2/24 14:23,T2013,SGD,93.52,CreditCard,ProductC,SimAccount03,Sales,CPT1013,ACCOUNTSECRETKEY01
27/2/24 15:14,T2014,SGD,69.7,CreditCard,ProductA,SimAccount03,Sales,CPT1014,ACCOUNTSECRETKEY01
27/2/24 16:10,T2015,SGD,70.51,CreditCard,ProductA,SimAccount03,Sales,CPT1015,ACCOUNTSECRETKEY01
27/2/24 16:58,T2016,SGD,57.06,CreditCard,ProductA,SimAccount03,Sales,CPT1016,ACCOUNTSECRETKEY01
27/2/24 18:06,T2017,SGD,80.5,CreditCard,ProductB,SimAccount01,Sales,CPT1017,ACCOUNTSECRETKEY01
27/2/24 18:54,T2018,SGD,77.39,CreditCard,ProductC,SimAccount01,Sales,CPT1018,ACCOUNTSECRETKEY01
